model,phase,temperature,run,task_id,category,difficulty,json_valid,schema_valid,latency_ms,tokens_generated,tokens_per_sec,error
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,schema_config_file,schema_adherence,hard,True,True,6496.8,161,24.8,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,1,funcall_get_weather,function_calling,easy,True,True,732.3,18,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,2,funcall_get_weather,function_calling,easy,True,True,731.7,18,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,funcall_get_weather,function_calling,easy,True,True,731.4,18,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,1,funcall_search_multi,function_calling,medium,True,True,3523.7,87,24.7,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,2,funcall_search_multi,function_calling,medium,True,True,3893.7,96,24.7,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,funcall_search_multi,function_calling,medium,True,True,3522.5,87,24.7,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,1,funcall_database_query,function_calling,hard,True,True,1904.9,47,24.7,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,2,funcall_database_query,function_calling,hard,True,True,1905.7,47,24.7,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,funcall_database_query,function_calling,hard,True,True,1900.1,47,24.7,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,1,extract_business_card,extraction,easy,True,True,2476.9,61,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,2,extract_business_card,extraction,easy,True,True,2475.2,61,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,extract_business_card,extraction,easy,True,True,2480.4,61,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,1,extract_receipt,extraction,medium,True,True,7512.3,177,23.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,2,extract_receipt,extraction,medium,True,True,7307.0,177,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,extract_receipt,extraction,medium,True,True,7245.0,177,24.4,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,1,extract_api_log,extraction,hard,True,True,5846.9,143,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,2,extract_api_log,extraction,hard,True,True,5851.2,143,24.4,
Qwen/Qwen3-4B-Instruct-2507,2,0.3,3,extract_api_log,extraction,hard,True,True,5852.2,143,24.4,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,json_simple_person,json_generation,easy,True,True,1058.9,26,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,json_simple_person,json_generation,easy,True,True,1347.2,33,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,json_simple_person,json_generation,easy,True,True,1343.1,33,24.6,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,json_simple_product,json_generation,easy,True,True,1387.2,34,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,json_simple_product,json_generation,easy,True,True,1390.0,34,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,json_simple_product,json_generation,easy,True,True,1385.8,34,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,json_nested_address,json_generation,medium,True,True,2568.1,63,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,json_nested_address,json_generation,medium,True,True,2079.8,51,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,json_nested_address,json_generation,medium,True,True,2572.8,63,24.5,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,json_array_orders,json_generation,medium,True,True,3814.5,93,24.4,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,json_array_orders,json_generation,medium,True,True,5903.3,144,24.4,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,json_array_orders,json_generation,medium,True,True,3823.0,93,24.3,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,json_complex_api,json_generation,hard,True,True,7379.8,179,24.3,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,json_complex_api,json_generation,hard,True,True,7372.2,179,24.3,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,json_complex_api,json_generation,hard,True,True,7380.1,179,24.3,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,schema_weather,schema_adherence,easy,True,True,1244.8,30,24.1,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,schema_weather,schema_adherence,easy,True,True,1242.9,30,24.1,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,schema_weather,schema_adherence,easy,True,True,1285.5,31,24.1,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,schema_database_record,schema_adherence,medium,True,True,2271.7,55,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,schema_database_record,schema_adherence,medium,True,True,2435.8,59,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,schema_database_record,schema_adherence,medium,True,True,2230.7,54,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,schema_config_file,schema_adherence,hard,True,True,6810.6,165,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,schema_config_file,schema_adherence,hard,True,True,6794.7,165,24.3,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,schema_config_file,schema_adherence,hard,True,True,6818.4,165,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,funcall_get_weather,function_calling,easy,True,True,752.6,18,23.9,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,funcall_get_weather,function_calling,easy,True,True,747.7,18,24.1,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,funcall_get_weather,function_calling,easy,True,True,747.9,18,24.1,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,funcall_search_multi,function_calling,medium,True,True,3971.2,96,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,funcall_search_multi,function_calling,medium,True,True,3593.7,87,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,funcall_search_multi,function_calling,medium,True,True,3588.3,87,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,funcall_database_query,function_calling,hard,True,True,1941.7,47,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,funcall_database_query,function_calling,hard,True,True,1939.7,47,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,funcall_database_query,function_calling,hard,True,True,1939.8,47,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,extract_business_card,extraction,easy,True,True,2519.6,61,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,extract_business_card,extraction,easy,True,True,2521.3,61,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,extract_business_card,extraction,easy,True,True,2518.8,61,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,extract_receipt,extraction,medium,True,True,7300.1,177,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,extract_receipt,extraction,medium,True,True,7301.5,177,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,extract_receipt,extraction,medium,True,True,7304.6,177,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,1,extract_api_log,extraction,hard,True,True,5900.0,143,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,2,extract_api_log,extraction,hard,True,True,5911.0,143,24.2,
Qwen/Qwen3-4B-Instruct-2507,2,0.7,3,extract_api_log,extraction,hard,True,True,5922.0,143,24.1,
