model,phase,temperature,run,task_id,category,difficulty,json_valid,schema_valid,latency_ms,tokens_generated,tokens_per_sec,error
Qwen/Qwen3-0.6B,2,0.3,2,schema_database_record,schema_adherence,medium,True,True,2453.1,81,33.0,
Qwen/Qwen3-0.6B,2,0.3,3,schema_database_record,schema_adherence,medium,True,True,2411.2,80,33.2,
Qwen/Qwen3-0.6B,2,0.3,1,schema_config_file,schema_adherence,hard,True,True,4504.0,150,33.3,
Qwen/Qwen3-0.6B,2,0.3,2,schema_config_file,schema_adherence,hard,True,True,4509.7,150,33.3,
Qwen/Qwen3-0.6B,2,0.3,3,schema_config_file,schema_adherence,hard,True,True,4380.1,146,33.3,
Qwen/Qwen3-0.6B,2,0.3,1,funcall_get_weather,function_calling,easy,True,True,786.5,26,33.1,
Qwen/Qwen3-0.6B,2,0.3,2,funcall_get_weather,function_calling,easy,True,True,786.2,26,33.1,
Qwen/Qwen3-0.6B,2,0.3,3,funcall_get_weather,function_calling,easy,True,True,790.6,26,32.9,
Qwen/Qwen3-0.6B,2,0.3,1,funcall_search_multi,function_calling,medium,True,True,1476.8,49,33.2,
Qwen/Qwen3-0.6B,2,0.3,2,funcall_search_multi,function_calling,medium,True,True,1477.2,49,33.2,
Qwen/Qwen3-0.6B,2,0.3,3,funcall_search_multi,function_calling,medium,True,True,1483.9,49,33.0,
Qwen/Qwen3-0.6B,2,0.3,1,funcall_database_query,function_calling,hard,True,True,1725.5,57,33.0,
Qwen/Qwen3-0.6B,2,0.3,2,funcall_database_query,function_calling,hard,True,True,1731.0,57,32.9,
Qwen/Qwen3-0.6B,2,0.3,3,funcall_database_query,function_calling,hard,True,True,1736.1,57,32.8,
Qwen/Qwen3-0.6B,2,0.3,1,extract_business_card,extraction,easy,True,True,2102.8,69,32.8,
Qwen/Qwen3-0.6B,2,0.3,2,extract_business_card,extraction,easy,True,True,2082.9,69,33.1,
Qwen/Qwen3-0.6B,2,0.3,3,extract_business_card,extraction,easy,True,True,2073.1,69,33.3,
Qwen/Qwen3-0.6B,2,0.3,1,extract_receipt,extraction,medium,True,True,5561.9,185,33.3,
Qwen/Qwen3-0.6B,2,0.3,2,extract_receipt,extraction,medium,True,False,5550.8,185,33.3,"Schema validation: '4.47' is not of type 'number'

Failed validating 'type' in schema['properties']['items']['items']['"
Qwen/Qwen3-0.6B,2,0.3,3,extract_receipt,extraction,medium,True,False,5552.9,185,33.3,"Schema validation: '20.49' is not of type 'number'

Failed validating 'type' in schema['properties']['total']:
    {'ty"
Qwen/Qwen3-0.6B,2,0.3,1,extract_api_log,extraction,hard,True,True,4522.4,151,33.4,
Qwen/Qwen3-0.6B,2,0.3,2,extract_api_log,extraction,hard,True,True,4529.3,151,33.3,
Qwen/Qwen3-0.6B,2,0.3,3,extract_api_log,extraction,hard,True,True,4539.7,151,33.3,
Qwen/Qwen3-0.6B,2,0.7,1,json_simple_person,json_generation,easy,True,True,1377.1,46,33.4,
Qwen/Qwen3-0.6B,2,0.7,2,json_simple_person,json_generation,easy,True,True,1194.9,40,33.5,
Qwen/Qwen3-0.6B,2,0.7,3,json_simple_person,json_generation,easy,True,True,1406.8,47,33.4,
Qwen/Qwen3-0.6B,2,0.7,1,json_simple_product,json_generation,easy,True,True,1409.6,47,33.3,
Qwen/Qwen3-0.6B,2,0.7,2,json_simple_product,json_generation,easy,True,True,1379.4,46,33.3,
Qwen/Qwen3-0.6B,2,0.7,3,json_simple_product,json_generation,easy,True,True,1408.4,47,33.4,
Qwen/Qwen3-0.6B,2,0.7,1,json_nested_address,json_generation,medium,True,True,2132.7,71,33.3,
Qwen/Qwen3-0.6B,2,0.7,2,json_nested_address,json_generation,medium,True,True,2133.2,71,33.3,
Qwen/Qwen3-0.6B,2,0.7,3,json_nested_address,json_generation,medium,True,True,2139.4,71,33.2,
Qwen/Qwen3-0.6B,2,0.7,1,json_array_orders,json_generation,medium,True,True,4129.4,137,33.2,
Qwen/Qwen3-0.6B,2,0.7,2,json_array_orders,json_generation,medium,True,True,4902.6,163,33.2,
Qwen/Qwen3-0.6B,2,0.7,3,json_array_orders,json_generation,medium,True,True,4467.8,149,33.3,
Qwen/Qwen3-0.6B,2,0.7,1,json_complex_api,json_generation,hard,True,False,5641.9,187,33.1,"Schema validation: '3' is not of type 'number'

Failed validating 'type' in schema['properties']['data']['properties']["
Qwen/Qwen3-0.6B,2,0.7,2,json_complex_api,json_generation,hard,True,True,5785.3,187,32.3,
Qwen/Qwen3-0.6B,2,0.7,3,json_complex_api,json_generation,hard,True,True,5811.0,188,32.4,
Qwen/Qwen3-0.6B,2,0.7,1,schema_weather,schema_adherence,easy,True,True,1340.9,43,32.1,
Qwen/Qwen3-0.6B,2,0.7,2,schema_weather,schema_adherence,easy,True,True,1579.1,51,32.3,
Qwen/Qwen3-0.6B,2,0.7,3,schema_weather,schema_adherence,easy,True,True,1547.9,50,32.3,
Qwen/Qwen3-0.6B,2,0.7,1,schema_database_record,schema_adherence,medium,True,True,2371.7,78,32.9,
Qwen/Qwen3-0.6B,2,0.7,2,schema_database_record,schema_adherence,medium,True,True,2406.3,80,33.2,
Qwen/Qwen3-0.6B,2,0.7,3,schema_database_record,schema_adherence,medium,True,True,2620.5,87,33.2,
Qwen/Qwen3-0.6B,2,0.7,1,schema_config_file,schema_adherence,hard,True,True,4170.2,139,33.3,
Qwen/Qwen3-0.6B,2,0.7,2,schema_config_file,schema_adherence,hard,True,True,4568.8,152,33.3,
Qwen/Qwen3-0.6B,2,0.7,3,schema_config_file,schema_adherence,hard,True,True,4427.5,147,33.2,
Qwen/Qwen3-0.6B,2,0.7,1,funcall_get_weather,function_calling,easy,True,True,787.7,26,33.0,
Qwen/Qwen3-0.6B,2,0.7,2,funcall_get_weather,function_calling,easy,True,True,786.7,26,33.0,
Qwen/Qwen3-0.6B,2,0.7,3,funcall_get_weather,function_calling,easy,True,True,787.4,26,33.0,
Qwen/Qwen3-0.6B,2,0.7,1,funcall_search_multi,function_calling,medium,True,True,1482.5,49,33.1,
Qwen/Qwen3-0.6B,2,0.7,2,funcall_search_multi,function_calling,medium,True,True,1482.7,49,33.0,
Qwen/Qwen3-0.6B,2,0.7,3,funcall_search_multi,function_calling,medium,True,True,3274.3,106,32.4,
Qwen/Qwen3-0.6B,2,0.7,1,funcall_database_query,function_calling,hard,True,True,1767.1,57,32.3,
Qwen/Qwen3-0.6B,2,0.7,2,funcall_database_query,function_calling,hard,True,True,2106.1,68,32.3,
Qwen/Qwen3-0.6B,2,0.7,3,funcall_database_query,function_calling,hard,True,True,1764.3,57,32.3,
Qwen/Qwen3-0.6B,2,0.7,1,extract_business_card,extraction,easy,True,True,2136.9,69,32.3,
Qwen/Qwen3-0.6B,2,0.7,2,extract_business_card,extraction,easy,True,True,2136.3,69,32.3,
Qwen/Qwen3-0.6B,2,0.7,3,extract_business_card,extraction,easy,True,True,2135.6,69,32.3,
Qwen/Qwen3-0.6B,2,0.7,1,extract_receipt,extraction,medium,True,True,5600.5,181,32.3,
Qwen/Qwen3-0.6B,2,0.7,2,extract_receipt,extraction,medium,True,True,5713.0,185,32.4,
Qwen/Qwen3-0.6B,2,0.7,3,extract_receipt,extraction,medium,True,True,5717.6,185,32.4,
Qwen/Qwen3-0.6B,2,0.7,1,extract_api_log,extraction,hard,True,True,4669.1,151,32.3,
Qwen/Qwen3-0.6B,2,0.7,2,extract_api_log,extraction,hard,True,True,4670.6,151,32.3,
Qwen/Qwen3-0.6B,2,0.7,3,extract_api_log,extraction,hard,True,True,4479.3,151,33.7,
