model,phase,temperature,run,task_id,category,difficulty,json_valid,schema_valid,latency_ms,tokens_generated,tokens_per_sec,error
google/gemma-4-E2B-it,2,0.7,2,json_array_orders,json_generation,medium,True,True,6999.5,116,16.6,
google/gemma-4-E2B-it,2,0.7,3,json_array_orders,json_generation,medium,True,True,6993.9,116,16.6,
google/gemma-4-E2B-it,2,0.7,1,json_complex_api,json_generation,hard,True,True,8245.0,137,16.6,
google/gemma-4-E2B-it,2,0.7,2,json_complex_api,json_generation,hard,True,True,12582.3,209,16.6,
google/gemma-4-E2B-it,2,0.7,3,json_complex_api,json_generation,hard,True,True,12585.8,209,16.6,
google/gemma-4-E2B-it,2,0.7,1,schema_weather,schema_adherence,easy,True,True,2411.2,40,16.6,
google/gemma-4-E2B-it,2,0.7,2,schema_weather,schema_adherence,easy,True,True,2410.2,40,16.6,
google/gemma-4-E2B-it,2,0.7,3,schema_weather,schema_adherence,easy,True,True,2478.1,41,16.5,
google/gemma-4-E2B-it,2,0.7,1,schema_database_record,schema_adherence,medium,True,True,3795.3,63,16.6,
google/gemma-4-E2B-it,2,0.7,2,schema_database_record,schema_adherence,medium,True,True,3796.2,63,16.6,
google/gemma-4-E2B-it,2,0.7,3,schema_database_record,schema_adherence,medium,True,True,3497.7,58,16.6,
google/gemma-4-E2B-it,2,0.7,1,schema_config_file,schema_adherence,hard,True,False,6191.7,103,16.6,"Schema validation: 'OPTIONS' is not one of ['GET', 'POST', 'PUT', 'DELETE', 'PATCH']

Failed validating 'enum' in schem"
google/gemma-4-E2B-it,2,0.7,2,schema_config_file,schema_adherence,hard,True,True,8121.2,135,16.6,
google/gemma-4-E2B-it,2,0.7,3,schema_config_file,schema_adherence,hard,True,True,6131.6,102,16.6,
google/gemma-4-E2B-it,2,0.7,1,funcall_get_weather,function_calling,easy,True,True,1145.5,19,16.6,
google/gemma-4-E2B-it,2,0.7,2,funcall_get_weather,function_calling,easy,True,True,1149.1,19,16.5,
google/gemma-4-E2B-it,2,0.7,3,funcall_get_weather,function_calling,easy,True,True,1146.0,19,16.6,
google/gemma-4-E2B-it,2,0.7,1,funcall_search_multi,function_calling,medium,True,True,4040.9,67,16.6,
google/gemma-4-E2B-it,2,0.7,2,funcall_search_multi,function_calling,medium,True,True,4146.7,69,16.6,
google/gemma-4-E2B-it,2,0.7,3,funcall_search_multi,function_calling,medium,True,True,4931.0,82,16.6,
google/gemma-4-E2B-it,2,0.7,1,funcall_database_query,function_calling,hard,True,True,2710.8,45,16.6,
google/gemma-4-E2B-it,2,0.7,2,funcall_database_query,function_calling,hard,True,True,2472.4,41,16.6,
google/gemma-4-E2B-it,2,0.7,3,funcall_database_query,function_calling,hard,True,True,2474.8,41,16.6,
google/gemma-4-E2B-it,2,0.7,1,extract_business_card,extraction,easy,True,True,3322.4,55,16.6,
google/gemma-4-E2B-it,2,0.7,2,extract_business_card,extraction,easy,True,True,3319.3,55,16.6,
google/gemma-4-E2B-it,2,0.7,3,extract_business_card,extraction,easy,True,True,3317.1,55,16.6,
google/gemma-4-E2B-it,2,0.7,1,extract_receipt,extraction,medium,True,True,10225.8,170,16.6,
google/gemma-4-E2B-it,2,0.7,2,extract_receipt,extraction,medium,True,True,8362.6,139,16.6,
google/gemma-4-E2B-it,2,0.7,3,extract_receipt,extraction,medium,True,True,8360.5,139,16.6,
google/gemma-4-E2B-it,2,0.7,1,extract_api_log,extraction,hard,True,True,8387.7,139,16.6,
google/gemma-4-E2B-it,2,0.7,2,extract_api_log,extraction,hard,True,True,8365.9,139,16.6,
google/gemma-4-E2B-it,2,0.7,3,extract_api_log,extraction,hard,True,True,8367.1,139,16.6,
